150
55 169.682 339.409 355 1114 1083 0
56 190.714 337.741 305 1019 958 0
57 134.989 266.18 311 1038 1013 0
58 219.681 181.912 346 1152 1106 0
59 208.788 100.627 323 1112 1147 0
60 286.472 235.59 347 1175 1149 0
61 158.977 419.307 340 1217 1050 0
62 208.798 262.73 321 1023 1065 0
63 356.453 411.813 332 1067 1062 0
64 322.634 10.8553 328 1121 1103 0
65 388.819 386.168 312 1103 1038 0
66 4.28358 494.164 309 1018 937 0
67 175.005 301.485 352 1139 1177 0
68 80.7617 361.582 331 1080 1021 0
69 438.187 109.893 328 1110 1079 0
70 406.949 84.9545 334 993 1009 0
71 186.099 261.383 314 1054 1063 0
72 195.729 123.171 341 1110 1095 0
73 457.159 478.376 324 1106 1044 0
74 31.808 96.6698 320 1100 1099 0
75 378.573 172.007 331 1121 1176 0
76 81.0693 32.2258 364 1149 1162 0
77 2.15023 138.933 336 979 1120 0
78 97.9687 59.1139 321 1065 1107 0
79 119.203 448.932 356 1194 1086 0
80 366.591 300.399 340 1099 1090 0
81 117.102 141.524 353 1190 1214 0
82 45.3924 410.147 335 1089 1056 0
83 169.266 358.346 362 1089 1108 0
84 139.498 49.8101 338 1090 1100 0
85 228.726 203.688 344 1040 1126 0
86 205.215 46.0857 344 1154 1081 0
87 109.845 164.127 327 1121 1172 0
88 475.78 428.022 326 1052 1103 0
89 213.433 164.168 336 1076 1070 0
90 108.112 38.7632 351 1188 1108 0
91 33.4405 34.6682 303 1023 1069 0
92 410.292 274.693 366 1149 1113 0
93 398.256 484.614 355 1153 1119 0
94 115.322 222.472 336 980 1144 0
95 188.862 211.585 316 1044 1068 0
96 382.217 422.805 341 1043 1148 0
97 439.58 21.1927 307 985 982 0
98 275.673 234.104 309 1091 1073 0
99 131.676 83.6058 370 1201 1233 0
100 367.889 107.442 342 1052 1085 0
101 185.398 479.454 340 1128 1190 0
102 398.199 36.0108 311 966 967 0
103 171.631 94.6582 321 1141 1097 0
104 35.5192 471.811 303 1021 1091 0
105 261.346 438.428 331 1122 1154 0
106 445.945 1.07456 346 1114 1099 0
107 164.537 380.819 362 1094 1151 0
108 126.023 61.7548 354 1106 1128 0
109 482.868 66.971 320 1074 1086 0
110 12.0365 298.176 366 1099 1109 0
111 364.919 191.95 345 1142 1067 0
112 465.623 233.398 341 1168 1096 0
113 57.739 419.296 344 1082 1079 0
114 52.2873 292.149 324 1119 1167 0
115 425.485 131.274 308 1047 1150 0
116 69.9065 418.721 359 1155 1102 0
117 204.725 307.259 348 1103 1056 0
118 197.564 459.727 334 1109 1163 0
119 32.5695 395.519 360 1120 1147 0
120 197.422 73.9758 356 1181 1127 0
121 37.7308 141.54 318 1181 1122 0
122 449.994 41.0519 332 1101 1056 0
123 96.5064 483.778 337 1028 1010 0
124 135.895 493.196 346 1115 1103 0
125 371.938 157.464 340 1025 1095 0
126 174.999 212.394 334 1140 1076 0
127 315.668 439.34 316 1188 1131 0
128 340.239 402.1 331 1085 1063 0
129 453.002 98.3955 315 1153 963 0
130 235.412 76.404 348 1056 1136 0
131 41.7111 39.2313 365 1158 1126 0
132 127.833 481.322 322 1063 1142 0
133 181.142 450.066 342 1081 977 0
134 203.309 11.0541 335 1056 1086 0
135 62.4713 455.424 368 1113 1114 0
136 63.8037 348.548 371 1068 1206 0
137 62.0379 170.666 358 1108 1083 0
138 93.8616 32.6854 347 1157 1145 0
139 275.782 67.9516 354 1115 1133 0
140 84.6092 26.4809 315 1054 1094 0
141 385.015 444.328 318 1023 1052 0
142 147.616 474.501 348 1152 1176 0
143 273.225 95.5259 322 1050 1062 0
144 480.23 220.701 356 1134 1158 0
145 396.356 53.2228 352 1176 1141 0
146 467.675 216.444 358 1111 1089 0
147 54.2302 446.442 327 1136 1056 0
148 190.446 324.657 328 1140 1091 0
149 226.461 123.346 357 1132 1071 0
274
0 3
0 23
0 27
1 72
1 89
1 149
2 79
2 116
2 135
3 117
3 148
4 17
4 39
4 99
5 123
5 135
6 14
6 34
6 65
6 88
7 20
7 41
7 45
7 71
7 94
8 16
8 92
8 111
8 112
9 19
9 30
9 61
9 133
10 30
10 101
10 133
10 142
11 27
11 51
11 60
11 80
12 23
12 36
12 43
12 58
12 100
13 23
13 62
13 85
13 95
14 46
14 112
15 101
16 38
16 146
17 47
17 81
18 43
18 75
18 111
18 125
19 44
19 105
19 118
19 133
20 41
20 71
20 126
21 25
21 64
21 102
22 53
22 69
22 115
22 129
22 146
23 85
23 98
24 59
24 120
24 130
25 64
25 70
25 100
25 139
25 145
26 40
26 110
26 114
27 44
28 49
28 74
29 36
29 143
29 149
30 61
30 79
30 133
31 64
31 86
31 134
31 139
32 84
32 90
32 108
33 66
33 82
33 104
33 119
33 147
34 42
34 46
34 48
34 65
35 63
35 127
35 141
36 143
37 44
37 127
37 128
38 75
38 115
39 47
39 74
39 78
40 94
40 137
41 87
41 94
42 48
42 63
42 65
42 128
43 60
43 80
43 111
44 51
44 105
45 57
45 71
46 92
46 112
47 81
47 121
47 137
48 51
48 80
49 91
50 68
50 82
50 116
50 119
51 80
51 128
52 59
52 72
52 149
53 109
53 129
54 93
54 141
55 56
55 83
56 148
57 67
57 68
57 114
58 85
58 89
58 95
59 72
59 103
59 120
60 80
60 98
61 107
62 71
62 117
63 96
63 128
65 88
65 96
66 104
67 71
67 117
67 148
68 83
68 107
68 136
69 70
69 115
69 129
70 100
70 122
70 145
71 95
71 117
71 126
72 103
73 88
73 93
74 77
74 78
74 121
75 111
75 125
76 131
76 138
76 140
77 121
78 90
78 108
78 138
79 123
79 132
79 142
80 92
81 87
82 113
82 119
83 107
84 86
84 108
84 120
85 95
86 120
86 130
86 134
87 137
88 96
90 138
91 131
92 112
94 114
95 126
96 141
97 102
97 106
97 122
99 103
99 108
100 115
100 125
100 143
101 118
101 133
102 145
103 120
104 135
104 147
105 118
105 127
109 122
110 114
112 144
112 146
113 116
113 147
114 136
117 148
118 133
121 137
122 129
123 132
124 132
124 142
130 139
130 143
132 142
135 147
138 140
139 143
144 146
8 9 0.05 0.05 0.05 0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
